Site,Species,Seed_loss_percent,SeedSize_mg_log10
KL,GETR,0,-0.113509275
KL,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
PE,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,GETR,0,-0.113509275
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BF,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
BM,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
PE,POGL,0,-1
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BU,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
BM,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
PE,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
KL,GAAR,0,0.593286067
DR,GEVI,0,0.938519725
BU,GEVI,0,0.938519725
BU,GEVI,0,0.938519725
CN,GEVI,0,0.938519725
BF,LOTR,NA,0.562292864
NA,ARLU,NA,-0.853871964
NA,LIRU,NA,1.49248101
NA,ANMI,NA,-1.397940009
NA,CAFI,NA,NA
NA,ERPU,NA,-1.15490196
NA,FECA,NA,NA
NA,FEID,NA,NA
